iter	Passed	Remaining
1702	4842	844
1703	4845	841
1704	4847	838
1705	4849	835
1706	4851	832
1707	4854	829
1708	4856	826
1709	4858	824
1710	4861	821
1711	4863	818
1712	4865	815
1713	4868	812
1714	4870	809
1715	4872	806
1716	4875	803
1717	4878	800
1718	4880	797
1719	4882	794
1720	4884	791
1721	4887	788
1722	4889	786
1723	4893	783
1724	4896	780
1725	4898	777
1726	4901	774
1727	4903	771
1728	4906	768
1729	4908	766
1730	4910	763
1731	4914	760
1732	4918	757
1733	4920	754
1734	4923	751
1735	4925	749
1736	4927	746
1737	4930	743
1738	4932	740
1739	4934	737
1740	4937	734
1741	4940	731
1742	4942	728
1743	4944	725
1744	4947	722
1745	4950	720
1746	4952	717
1747	4954	714
1748	4957	711
1749	4959	708
1750	4962	705
1751	4964	702
1752	4966	699
1753	4969	696
1754	4971	694
1755	4973	691
1756	4975	688
1757	4978	685
1758	4980	682
1759	4982	679
1760	4985	676
1761	4987	673
1762	4989	670
1763	4992	667
1764	4994	665
1765	4997	662
1766	4999	659
1767	5001	656
1768	5004	653
1769	5006	650
1770	5008	647
1771	5010	644
1772	5013	641
1773	5015	638
1774	5017	636
1775	5020	633
1776	5022	630
1777	5024	627
1778	5026	624
1779	5028	621
1780	5031	618
1781	5034	615
1782	5036	612
1783	5038	610
1784	5040	607
1785	5043	604
1786	5045	601
1787	5048	598
1788	5051	595
1789	5053	592
1790	5055	589
1791	5057	587
1792	5059	584
1793	5061	581
1794	5064	578
1795	5066	575
1796	5068	572
1797	5070	569
1798	5073	566
1799	5075	563
1800	5077	561
1801	5079	558
1802	5082	555
1803	5084	552
1804	5086	549
1805	5088	546
1806	5091	543
1807	5093	540
1808	5095	538
1809	5097	535
1810	5100	532
1811	5104	529
1812	5107	526
1813	5109	523
1814	5112	521
1815	5114	518
1816	5116	515
1817	5119	512
1818	5121	509
1819	5124	506
1820	5126	503
1821	5128	501
1822	5130	498
1823	5132	495
1824	5135	492
1825	5137	489
1826	5139	486
1827	5141	483
1828	5144	480
1829	5146	478
1830	5148	475
1831	5151	472
1832	5153	469
1833	5156	466
1834	5158	463
1835	5160	460
1836	5163	458
1837	5165	455
1838	5167	452
1839	5169	449
1840	5171	446
1841	5173	443
1842	5176	440
1843	5178	438
1844	5180	435
1845	5183	432
1846	5185	429
1847	5189	426
1848	5192	424
1849	5195	421
1850	5197	418
1851	5200	415
1852	5203	412
1853	5205	409
1854	5208	407
1855	5210	404
1856	5212	401
1857	5215	398
1858	5218	395
1859	5220	392
1860	5223	390
1861	5225	387
1862	5228	384
1863	5230	381
1864	5232	378
1865	5235	375
1866	5237	373
1867	5239	370
1868	5242	367
1869	5244	364
1870	5247	361
1871	5249	358
1872	5251	356
1873	5253	353
1874	5256	350
1875	5258	347
1876	5260	344
1877	5263	341
1878	5265	339
1879	5267	336
1880	5270	333
1881	5272	330
1882	5274	327
1883	5276	324
1884	5278	322
1885	5281	319
1886	5283	316
1887	5285	313
1888	5288	310
1889	5290	307
1890	5292	305
1891	5295	302
1892	5297	299
1893	5299	296
1894	5302	293
1895	5304	290
1896	5306	288
1897	5308	285
1898	5311	282
1899	5313	279
1900	5316	276
1901	5318	274
1902	5321	271
1903	5323	268
1904	5326	265
1905	5328	262
1906	5331	260
1907	5334	257
1908	5336	254
1909	5339	251
1910	5341	248
1911	5343	245
1912	5345	243
1913	5348	240
1914	5350	237
1915	5353	234
1916	5355	231
1917	5357	229
1918	5359	226
1919	5362	223
1920	5364	220
1921	5367	217
1922	5369	215
1923	5371	212
1924	5374	209
1925	5376	206
1926	5378	203
1927	5380	200
1928	5383	198
1929	5385	195
1930	5387	192
1931	5390	189
1932	5392	186
1933	5394	184
1934	5397	181
1935	5399	178
1936	5401	175
1937	5404	172
1938	5406	170
1939	5408	167
1940	5410	164
1941	5413	161
1942	5415	158
1943	5417	156
1944	5419	153
1945	5422	150
1946	5424	147
1947	5426	144
1948	5428	142
1949	5431	139
1950	5434	136
1951	5437	133
1952	5439	130
1953	5442	128
1954	5445	125
1955	5447	122
1956	5451	119
1957	5454	117
1958	5457	114
1959	5459	111
1960	5462	108
1961	5464	105
1962	5466	103
1963	5469	100
1964	5471	97
1965	5474	94
1966	5476	91
1967	5479	89
1968	5481	86
1969	5484	83
1970	5486	80
1971	5488	77
1972	5491	75
1973	5493	72
1974	5495	69
1975	5498	66
1976	5500	63
1977	5503	61
1978	5506	58
1979	5508	55
1980	5510	52
1981	5512	50
1982	5514	47
1983	5517	44
1984	5519	41
1985	5521	38
1986	5524	36
1987	5526	33
1988	5528	30
1989	5531	27
1990	5533	25
1991	5536	22
1992	5538	19
1993	5542	16
1994	5544	13
1995	5547	11
1996	5550	8
1997	5552	5
1998	5555	2
1999	5557	0
